#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	% narcotics	peer % narcotics	Most-prescribed medicare drugs
$1095478.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1962567792 >DAVID MANNING </A>	Orthopaedic Surgery	<span style=color:black>361 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	42.3	( peers 55.8)	
$225.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659538700 >EDUARDO IGLESIAS </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			PRADAXA;ELIQUIS;XARELTO;STIOLTO;INVOKANA
$223.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1871726687 >SANTHOSH JOSEPH </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			DOTAREM GADOTERATE MEGLUMINE INJECTION
$221.3	<A HREF=https://projects.propublica.org/vital-signs/doctor/1487889317 >SANDRA ROSE </A>	Neurology	<span style=color:black>561 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$216.6	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134385693 >PAULA WILLIAMS </A>	Pediatric Cardiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			TARCEVA;XTANDI
$215.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1871661686 >KENNETH SILVER </A>	Neurodevelopmental Disabilities	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			BANZEL;ONFI;OSPHENA;VIMPAT;FYCOMPA
$213.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649438227 >JARED GREENBERG </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ZYVOX;DULERA
$211.6	<A HREF=https://projects.propublica.org/vital-signs/doctor/1013350222 >IKRAM KHAN </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$210.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1275832438 >ADAM RAPPOPORT </A>	Sleep Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			FYCOMPA;ONFI;BANZEL
$208.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1912165374 >HSIONG CHEN </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			H.P. ACTHAR;BOTOX;AMPYRA
$208.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659538585 >AIMEE MAYUGA </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			HUMIRA;COLCRYS;ULORIC;XELJANZ
$207.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1801849559 >CHARLES MARCUCCILLI </A>	Neurology with Special Qualifications in Child Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ONFI;VIMPAT
$203.3	<A HREF=https://projects.propublica.org/vital-signs/doctor/1043375264 >ANDREA SHASHOUA </A>	Anesthesiology	<span style=color:black>209 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$202.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1750581732 >REEM JAN </A>	Rheumatology	<span style=color:black>765 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	15.2	( peers 22.2)	HUMIRA;KRYSTEXXA;ENBREL;COLCRYS;ULORIC
$200.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477565737 >GEOFFREY SHER </A>	Reproductive Endocrinology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			OTHER;GONAL-F;FOLLISTIM AQ;GANIRELIX
$200.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1235385675 >KAREN BOCKLI </A>	Neonatal-Perinatal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			SURFAXIN;CUROSURF
$200.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1821086190 >SANJAY KANDOTH </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			FLUMIST DOM  QLAIV;PENTACEL;FLUZONE;SKLICE;MENACTRA
$200.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1083689137 >MARIA TSOUKAS </A>	Procedural Dermatology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			LEVULAN KERASTICK;DENAVIR;REMICADE;SIMPONI;STELARA
$199.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1124431275 >JESSE SMITH </A>	Plastic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$196.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1316294978 >ANUBHA GANJOO </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			LANTUS;COMPLERA;INTELENCE;PREZISTA;ELIQUIS
$196.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1093895286 >WILLIAM CASTILLO </A>	Pediatric Cardiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			OPSUMIT MACITENTAN
$196.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447238282 >MARY CLANCE </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ZERBAXA;AVYCAZ;CUBICIN
$196.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1205199908 >JASON LIU </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$195.6	<A HREF=https://projects.propublica.org/vital-signs/doctor/1376717900 >BRIAN BORDINI </A>	Pediatric Endocrinology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			NORDITROPIN;GENOTROPIN;OMNITROPE
$194.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1487074621 >ARIYAN JAVADI </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			BYDUREON;XARELTO
$192.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1780948554 >EHTASHAM KHATTAK </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			DALIRESP;TUDORZA;XARELTO;TEFLARO;INVOKANA
$192.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568525087 >ELAINE WORCESTER </A>	Nephrology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			RENVELA
$190.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1073555777 >JEFFREY ABEND </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			XARTEMIS XR;OFIRMEV;CELEBREX;FLECTOR PATCH;PENNSAID
$189.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548424583 >SUSAN HIRATA </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			MENACTRA;PENTACEL;SKLICE;FLUZONE;BROMFED DM
$188.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790034445 >CHAD TEVEN </A>	Plastic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$188.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1851543359 >LAUREN CONTI </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			PENTACEL;MENACTRA;PROAIR;FLUZONE;PEDIARIX
$185.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1376951012 >MARTHA RODRIGUEZ </A>	Pediatric Rheumatology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			SYNTHROID;HUMIRA;VIEKIRA;ANDROGEL;LUPRON
$185.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1073663019 >DIANNE DEPLEWSKI </A>	Pediatric Endocrinology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			NORDITROPIN;SUPPRELIN LA
$185.2	<A HREF=https://projects.propublica.org/vital-signs/doctor/1407918964 >GINI FLEMING </A>	Hematology & Oncology	<span style=color:black>217 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$184.2	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649321621 >AVERTANO NORONHA </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			AMPYRA;BETASERON
$182.3	<A HREF=https://projects.propublica.org/vital-signs/doctor/1235289273 >EMILINA LIM </A>	Pediatric Rheumatology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ENBREL;KINERET;HUMIRA
$181.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1912976283 >BILL SUBIN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$175.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1225266596 >SHEENA SAHOTA </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			XGEVA;ARANESP;NPLATE;PROLIA;ONCASPAR
$172.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1013385293 >ITAY SAGY </A>	Urology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ZYTIGA
$171.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1124183967 >JOSEPH TOLJANIC </A>	Dentist, Oral and Maxillofacial Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$167.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1154594885 >ALAN IKEDA </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			NOVOSEVEN RT;EXJADE;ADVATE;ELITEK;AFINITOR
$167	<A HREF=https://projects.propublica.org/vital-signs/doctor/1285991430 >ANTHONY WONG </A>	Radiation Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$166.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1609214576 >KAYLEEN JAHANGIR </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			BRILINTA;NEXAVAR
$165.3	<A HREF=https://projects.propublica.org/vital-signs/doctor/1821302571 >ADETOKUNBO TAIWO </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			RITUXAN
$161.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1083913255 >BHAVNA BALANEY </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			PRADAXA;BRILINTA
$160.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1861781551 >ALBERT LEUNG </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			CRESTOR
$160	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679636187 >TODD STERN </A>	Internal Medicine	<span style=color:black>3549 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	17.6	( peers 16.6)	TANZEUM;ADVAIR;BREO;ARNUITY
$158.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1154486371 >SAMUEL GOLDEN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ULTIVA
$156.6	<A HREF=https://projects.propublica.org/vital-signs/doctor/1578626099 >R WARD </A>	Cardiovascular Disease	<span style=color:black>1039 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			PRADAXA;BRILINTA;MULTAQ
$155.3	<A HREF=https://projects.propublica.org/vital-signs/doctor/1003140880 >LESLIE FINKEL </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$155.2	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558686667 >ESTHER UDOJI </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$154.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1912346503 >WILLIAM BOYSEN </A>	Urology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$154.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1295174969 >JOSEPH RODRIGUEZ </A>	Urology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$154.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679911457 >NIKHIL BASSI </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			UCERIS
